# gyro bias (body, rad/s): -0.001636	0.000448	0.001663
# corner resolved: [-1,+1,+1]  place_offset=3.097 deg  (best_dot=0.6135 runner_up=[-1,-1,+1] dot=0.6033)
# WARNING: best and runner-up corners are close -- cube may not
#   be resting stably on a single corner yet. Recheck before Stage 2.
t_ms	pulse_wheel	tau_Nm	pulse_active	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z
# send c to re-resolve the corner candidate, w<0/1/2> to pick
# a wheel (0=X 1=Y 2=Z), p to fire a pulse, t<Nm> to change its
# size (try t0.08 if 0.05 doesn't move it)
# HOLD/BRACE THE CUBE FIRMLY BEFORE SENDING p
# WiFi build: d<N> sets telht pulse is CANCELLED
#   if no line arrives on Serial1 for 300 ms.
t_ms	pulse_wheel	tau_Nm	pulse_active	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z
77631	1	0.0000	0	-0.279	-36.729	35.524	2.27	-12.02	0.40	-0.020	64.649	-0.035
77638	1	0.0000	0	-0.233	-36.740	35.575	2.12	-12.78	2.06	-0.024	61.982	-0.031
77645	1	0.0000	0	-0.189	-36.755	35.628	2.65	-13.52	2.79	-0.016	67.270	-0.061
77652	1	0.0000	0	-0.135	-36.769	35.690	3.32	-14.29	3.41	-0.008	68.147	-0.054
77659	1	0.0000	0	-0.078	-36.780	35.751	4.59	-15.05	3.86	-0.018	63.622	-0.024
77666	1	0.0000	0	-0.018	-36.784	35.808	4.95	-15.11	3.89	-0.017	65.946	-0.009
77673	1	0.0000	0	0.039	-36.786	35.860	5.14	-14.75	4.07	-0.003	68.415	0.019
77680	1	0.0000	0	0.091	-36.786	35.905	5.45	-14.11	4.19	-0.007	63.085	0.026
77687	1	0.0000	0	0.137	-36.783	35.943	5.78	-13.05	4.38	0.022	61.647	0.038
77694	1	0.0000	0	0.175	-36.782	35.976	5.28	-11.58	4.46	0.044	67.549	0.048
77701	1	0.0000	0	0.217	-36.781	36.012	5.28	-10.88	4.81	0.047	67.545	0.047
77708	1	0.0000	0	0.261	-36.779	36.048	5.23	-9.81	5.28	0.044	63.389	0.036
77715	1	0.0000	0	0.298	-36.783	36.085	5.37	-9.25	5.75	0.041	65.945	0.013
77722	1	0.0000	0	0.342	-36.790	36.130	5.88	-8.97	6.64	0.029	67.813	0.004
77729	1	0.0000	0	0.387	-36.797	36.177	5.72	-9.01	6.94	0.011	62.526	-0.008
77736	1	0.0000	0	0.424	-36.814	36.226	6.68	-10.12	7.73	-0.005	61.959	-0.013
77743	1	0.0000	0	0.461	-36.836	36.280	7.38	-10.51	8.48	-0.013	67.565	-0.017
77750	1	0.0000	0	0.496	-36.857	36.332	7.62	-11.09	8.50	-0.020	66.387	-0.017
77757	1	0.0000	0	0.525	-36.880	36.379	7.90	-10.94	8.91	-0.010	62.592	-0.019
77764	1	0.0000	0	0.557	-36.902	36.429	8.22	-10.15	8.76	-0.010	65.843	-0.008
77771	1	0.0000	0	0.588	-36.919	36.473	8.32	-9.57	8.82	-0.020	67.238	0.022
77778	1	0.0000	0	0.628	-36.931	36.519	8.95	-8.75	8.53	-0.034	61.474	0.022
77785	1	0.0000	0	0.677	-36.934	36.566	9.48	-8.07	8.16	-0.042	61.489	0.020
77792	1	0.0000	0	0.726	-36.934	36.609	10.03	-7.73	8.33	-0.038	67.315	0.035
77799	1	0.0000	0	0.780	-36.932	36.654	10.68	-7.30	7.99	-0.042	66.160	0.023
77806	1	0.0000	0	0.833	-36.929	36.698	11.13	-6.76	7.75	-0.016	62.537	0.024
77813	1	0.0000	0	0.877	-36.930	36.738	11.14	-6.02	7.63	-0.016	65.759	0.020
77820	1	0.0000	0	0.919	-36.933	36.777	11.00	-5.37	7.76	0.022	66.631	0.018
77827	1	0.0000	0	0.957	-36.940	36.817	10.71	-4.90	7.89	0.043	61.248	0.003
77834	1	0.0000	0	0.990	-36.952	36.859	9.97	-4.67	8.29	0.057	61.554	-0.020
77840	1	0.0000	0	1.033	-36.963	36.907	9.96	-4.50	8.55	0.062	66.915	-0.022
77848	1	0.0000	0	1.084	-36.971	36.959	10.33	-4.84	8.74	0.061	65.186	-0.029
77855	1	0.0000	0	1.144	-36.974	37.015	11.15	-4.98	8.70	0.033	61.750	-0.042
77861	1	0.0000	0	1.216	-36.967	37.072	11.91	-5.00	8.59	0.024	65.225	-0.035
77868	1	0.0000	0	1.289	-36.959	37.128	12.81	-4.74	7.74	-0.001	66.258	-0.021
77875	1	0.0000	0	1.362	-36.946	37.180	13.45	-4.16	7.37	-0.028	60.761	-0.008
77882	1	0.0000	0	1.423	-36.933	37.221	13.52	-3.33	6.99	-0.043	60.782	0.015
77890	1	0.0000	0	1.481	-36.918	37.258	13.39	-2.16	6.60	-0.050	66.440	0.010
77897	1	0.0000	0	1.526	-36.908	37.288	13.10	-1.14	6.50	-0.040	65.317	0.025
77904	1	0.0000	0	1.565	-36.901	37.315	12.66	-0.04	6.47	-0.027	61.670	0.015
77911	1	0.0000	0	1.599	-36.896	37.340	12.17	0.75	6.49	-0.016	65.040	0.014
77918	1	0.0000	0	1.632	-36.892	37.365	12.07	1.30	6.35	0.003	65.611	0.011
77925	1	0.0000	0	1.669	-36.888	37.394	11.56	1.82	6.45	0.008	60.323	0.007
77932	1	0.0000	0	1.708	-36.885	37.425	11.56	1.61	6.67	0.021	60.727	-0.013
77939	1	0.0000	0	1.757	-36.877	37.461	11.71	0.81	6.57	0.041	66.023	-0.013
77946	1	0.0000	0	1.807	-36.871	37.498	12.13	0.07	6.78	0.043	64.536	-0.010
77953	1	0.0000	0	1.868	-36.857	37.538	12.58	-0.41	6.82	0.030	60.968	-0.015
77960	1	0.0000	0	1.927	-36.840	37.574	12.98	-0.48	6.49	0.021	64.045	0.007
77967	1	0.0000	0	1.984	-36.820	37.605	13.16	0.08	5.85	0.015	65.683	0.021
77974	1	0.0000	0	2.039	-36.798	37.632	12.92	1.10	5.39	0.012	60.433	0.032
77981	1	0.0000	0	2.092	-36.774	37.655	12.82	2.21	5.12	0.007	59.521	0.024
77988	1	0.0000	0	2.135	-36.750	37.670	12.81	2.77	4.99	-0.004	65.093	0.030
77995	1	0.0000	0	2.177	-36.729	37.686	12.31	3.41	4.85	-0.006	65.105	0.024
78002	1	0.0000	0	2.218	-36.710	37.703	12.40	3.95	5.38	-0.028	61.075	-0.005
78009	1	0.0000	0	2.257	-36.693	37.721	12.51	4.01	5.53	-0.030	63.052	-0.024
78016	1	0.0000	0	2.292	-36.679	37.739	12.61	4.05	5.39	-0.039	65.544	-0.035
78023	1	0.0000	0	2.332	-36.665	37.760	12.65	3.57	5.52	-0.041	60.932	-0.033
78030	1	0.0000	0	2.363	-36.658	37.780	12.50	3.25	5.98	-0.027	58.952	-0.037
78037	1	0.0000	0	2.392	-36.650	37.799	11.88	2.91	5.99	0.011	64.434	-0.030
78044	1	0.0000	0	2.425	-36.643	37.821	11.34	2.58	6.43	0.031	64.718	-0.018
78051	1	0.0000	0	2.458	-36.634	37.841	10.91	2.79	6.56	0.047	60.488	-0.019
78058	1	0.0000	0	2.496	-36.624	37.864	10.37	2.67	6.79	0.055	62.068	0.007
78065	1	0.0000	0	2.545	-36.604	37.888	10.29	3.29	6.89	0.038	65.281	0.016
78072	1	0.0000	0	2.603	-36.579	37.914	10.45	3.85	6.49	0.028	60.947	0.023
78079	1	0.0000	0	2.665	-36.548	37.940	10.74	4.17	6.29	0.011	57.946	0.053
78086	1	0.0000	0	2.728	-36.517	37.964	10.82	4.66	6.26	-0.002	62.636	0.038
78093	1	0.0000	0	2.782	-36.489	37.985	10.61	5.73	6.55	-0.003	65.305	0.023
78101	1	0.0000	0	2.824	-36.469	38.002	9.55	6.66	7.22	-0.013	60.958	-0.004
78108	1	0.0000	0	2.851	-36.458	38.016	8.57	7.34	8.16	-0.007	61.059	-0.041
78114	1	0.0000	0	2.869	-36.451	38.024	7.65	8.35	8.91	-0.006	64.670	-0.057
78121	1	0.0000	0	2.882	-36.448	38.033	7.34	7.84	9.52	0.001	61.974	-0.061
78128	1	0.0000	0	2.885	-36.451	38.039	7.07	8.19	9.53	-0.009	57.899	-0.052
78135	1	0.0000	0	2.883	-36.456	38.041	6.97	8.07	9.75	-0.010	60.996	-0.039
78142	1	0.0000	0	2.872	-36.467	38.042	7.10	7.57	9.60	-0.022	64.857	-0.032
78149	1	0.0000	0	2.856	-36.479	38.040	6.42	7.78	9.55	0.012	61.362	-0.002
78156	1	0.0000	0	2.838	-36.494	38.039	6.48	7.60	9.98	-0.010	59.564	0.019
78163	1	0.0000	0	2.819	-36.511	38.038	6.02	7.24	10.48	0.013	63.452	0.032
78170	1	0.0000	0	2.795	-36.527	38.033	5.85	7.59	10.83	-0.003	62.956	0.035
78177	1	0.0000	0	2.776	-36.539	38.028	6.06	7.80	11.04	-0.001	57.776	0.042
78184	1	0.0000	0	2.756	-36.547	38.017	5.97	8.73	10.84	-0.015	58.657	0.068
78191	1	0.0000	0	2.740	-36.551	38.008	6.18	9.13	10.55	-0.014	63.946	0.074
78198	1	0.0000	0	2.724	-36.554	37.997	6.58	9.82	9.77	-0.016	62.966	0.058
78205	1	0.0000	0	2.707	-36.557	37.985	6.64	10.30	9.55	-0.016	59.332	0.065
78212	1	0.0000	0	2.691	-36.561	37.975	6.27	10.97	9.35	-0.013	61.744	0.038
78219	1	0.0000	0	2.657	-36.577	37.960	5.51	11.45	9.75	-0.001	63.787	0.003
78226	1	0.0000	0	2.622	-36.596	37.948	4.77	11.29	10.97	0.020	59.293	-0.024
78233	1	0.0000	0	2.586	-36.619	37.939	4.23	10.85	11.83	0.032	57.315	-0.058
78240	1	0.0000	0	2.554	-36.643	37.935	4.46	9.70	12.23	0.028	62.163	-0.074
78247	1	0.0000	0	2.534	-36.659	37.932	4.64	9.40	12.45	0.026	63.521	-0.071
78254	1	0.0000	0	2.519	-36.673	37.932	5.21	9.13	12.36	-0.000	59.343	-0.064
78261	1	0.0000	0	2.504	-36.684	37.930	5.31	9.06	12.02	-0.008	59.625	-0.046
78268	1	0.0000	0	2.486	-36.694	37.924	5.49	9.19	11.81	-0.017	63.410	-0.018
78275	1	0.0000	0	2.467	-36.705	37.918	5.13	9.55	11.91	-0.021	60.974	0.001
78282	1	0.0000	0	2.441	-36.717	37.907	4.87	10.28	11.86	-0.020	56.369	0.012
78289	1	0.0000	0	2.405	-36.735	37.892	4.76	11.02	12.09	-0.012	59.222	0.032
78296	1	0.0000	0	2.367	-36.751	37.875	4.09	12.10	11.78	-0.002	63.727	0.044
78304	1	0.0000	0	2.332	-36.768	37.861	4.28	12.65	11.89	-0.026	60.797	0.044
78310	1	0.0000	0	2.289	-36.788	37.842	4.24	12.53	11.94	-0.016	58.539	0.035
78317	1	0.0000	0	2.247	-36.810	37.826	4.40	12.48	11.72	-0.013	61.908	0.037
78324	1	0.0000	0	2.200	-36.834	37.809	4.40	12.48	11.73	-0.013	62.341	0.030
78331	1	0.0000	0	2.150	-36.862	37.792	4.41	12.20	11.88	0.005	57.469	-0.006
78338	1	0.0000	0	2.096	-36.892	37.774	4.01	12.31	12.17	0.013	57.134	-0.020
78345	1	0.0000	0	2.043	-36.922	37.756	4.01	11.68	12.49	0.033	62.290	-0.029
78352	1	0.0000	0	1.992	-36.952	37.740	4.10	11.22	12.55	0.015	62.024	-0.041
78360	1	0.0000	0	1.944	-36.980	37.725	4.53	10.97	12.47	0.015	57.922	-0.048
78367	1	0.0000	0	1.901	-37.001	37.708	5.13	10.89	11.96	0.016	59.784	-0.026
78374	1	0.0000	0	1.864	-37.017	37.691	5.31	11.11	11.66	-0.006	62.743	-0.017
78381	1	0.0000	0	1.831	-37.029	37.673	5.82	10.89	11.26	-0.009	59.016	0.002
78388	1	0.0000	0	1.798	-37.041	37.656	6.09	11.08	11.01	-0.018	55.521	0.016
78395	1	0.0000	0	1.763	-37.052	37.636	6.40	11.50	10.92	-0.025	59.239	0.016
78402	1	0.0000	0	1.729	-37.060	37.615	6.24	12.44	10.56	-0.017	62.937	0.016
78408	1	0.0000	0	1.691	-37.072	37.592	5.64	12.93	10.36	-0.015	59.792	0.018
78415	1	0.0000	0	1.653	-37.085	37.571	5.71	13.00	10.43	-0.004	57.773	0.019
78422	1	0.0000	0	1.617	-37.099	37.554	5.80	12.32	10.70	0.006	61.164	0.001
78430	1	0.0000	0	1.583	-37.113	37.538	6.29	11.86	11.09	-0.004	61.436	0.002
78437	1	0.0000	0	1.552	-37.128	37.524	6.21	11.50	11.00	-0.002	56.577	-0.002
78444	1	0.0000	0	1.522	-37.144	37.514	6.79	10.76	10.95	0.001	56.487	-0.012
78450	1	0.0000	0	1.488	-37.164	37.503	6.96	9.89	11.12	0.009	61.414	-0.006
78457	1	0.0000	0	1.457	-37.182	37.494	6.88	9.45	11.11	0.015	61.429	-0.002
78464	1	0.0000	0	1.432	-37.194	37.484	6.74	9.36	10.93	0.020	57.401	-0.009
78471	1	0.0000	0	1.404	-37.208	37.472	6.39	9.75	10.88	0.024	58.399	0.004
78478	1	0.0000	0	1.377	-37.219	37.459	5.94	10.03	10.31	0.027	61.900	0.011
78485	1	0.0000	0	1.363	-37.224	37.451	6.43	10.17	10.10	0.017	59.034	0.020
78492	1	0.0000	0	1.360	-37.223	37.448	7.22	10.21	9.70	-0.005	54.873	0.022
78499	1	0.0000	0	1.359	-37.219	37.443	7.78	10.55	9.43	-0.015	57.640	0.029
78506	1	0.0000	0	1.359	-37.216	37.441	8.83	10.82	8.42	-0.037	62.011	0.041
78513	1	0.0000	0	1.352	-37.216	37.434	9.51	11.16	7.20	-0.050	59.868	0.030
78520	1	0.0000	0	1.338	-37.222	37.427	9.73	11.24	7.11	-0.054	56.925	0.005
78527	1	0.0000	0	1.310	-37.237	37.417	9.06	11.25	7.56	-0.036	59.562	-0.024
78534	1	0.0000	0	1.275	-37.257	37.406	8.34	10.97	8.66	-0.010	61.329	-0.071
78541	1	0.0000	0	1.246	-37.272	37.395	7.40	10.32	9.83	0.019	57.094	-0.109
78548	1	0.0000	0	1.219	-37.287	37.387	6.94	9.61	10.67	0.039	54.961	-0.115
78556	1	0.0000	0	1.210	-37.291	37.382	7.47	9.16	10.39	0.044	59.698	-0.076
78563	1	0.0000	0	1.217	-37.285	37.382	7.74	8.90	9.53	0.054	61.226	-0.051
78570	1	0.0000	0	1.236	-37.269	37.383	8.61	8.77	8.26	0.029	57.332	-0.001
78576	1	0.0000	0	1.260	-37.248	37.385	9.13	8.86	6.80	0.019	56.827	0.052
78583	1	0.0000	0	1.282	-37.228	37.384	9.33	8.94	6.53	-0.001	60.559	0.075
78590	1	0.0000	0	1.298	-37.215	37.386	9.30	8.78	6.62	0.019	59.777	0.077
78597	1	0.0000	0	1.304	-37.210	37.385	8.37	9.30	7.23	0.028	54.989	0.070
78604	1	0.0000	0	1.303	-37.207	37.383	7.17	9.61	7.80	0.024	55.119	0.052
78611	1	0.0000	0	1.306	-37.206	37.384	6.22	10.26	8.54	0.007	60.091	0.025
78618	1	0.0000	0	1.310	-37.208	37.389	6.56	10.11	9.08	-0.008	60.572	0.013
78625	1	0.0000	0	1.318	-37.206	37.394	6.08	10.42	9.14	-0.030	56.515	-0.014
78632	1	0.0000	0	1.326	-37.205	37.400	6.18	10.63	9.26	-0.059	57.446	-0.027
78639	1	0.0000	0	1.331	-37.203	37.403	6.35	10.28	8.91	-0.062	60.632	-0.029
78646	1	0.0000	0	1.334	-37.202	37.405	6.32	9.90	9.22	-0.067	58.148	-0.034
78653	1	0.0000	0	1.332	-37.203	37.404	6.52	9.62	9.29	-0.053	54.220	-0.038
78660	1	0.0000	0	1.314	-37.213	37.397	5.88	9.39	9.74	-0.023	56.256	-0.023
78667	1	0.0000	0	1.285	-37.224	37.382	4.68	9.50	9.77	0.012	60.530	-0.009
78674	1	0.0000	0	1.246	-37.242	37.365	4.19	9.36	9.98	0.050	58.763	-0.007
78681	1	0.0000	0	1.213	-37.257	37.351	3.73	8.97	10.19	0.061	55.459	0.006
78688	1	0.0000	0	1.183	-37.268	37.336	3.57	9.70	10.05	0.078	57.566	0.021
78695	1	0.0000	0	1.155	-37.278	37.320	3.35	10.31	9.45	0.060	60.225	0.042
78702	1	0.0000	0	1.130	-37.283	37.304	3.32	10.62	9.07	0.031	56.468	0.048
78709	1	0.0000	0	1.119	-37.285	37.297	3.50	10.66	8.94	0.032	53.226	0.039
78716	1	0.0000	0	1.109	-37.290	37.293	4.00	10.87	8.98	0.014	56.515	0.019
78723	1	0.0000	0	1.095	-37.297	37.287	4.04	11.06	9.17	-0.010	60.405	-0.004
78730	1	0.0000	0	1.073	-37.307	37.277	4.17	11.04	9.58	-0.034	58.010	-0.016
78737	1	0.0000	0	1.048	-37.317	37.265	4.25	10.88	10.20	-0.043	55.341	-0.039
78744	1	0.0000	0	1.015	-37.332	37.250	4.11	10.64	10.47	-0.048	57.888	-0.046
78751	1	0.0000	0	0.975	-37.350	37.232	3.56	10.97	10.37	-0.039	59.718	-0.070
78758	1	0.0000	0	0.928	-37.370	37.211	2.65	11.28	10.34	-0.028	55.770	-0.043
78765	1	0.0000	0	0.879	-37.390	37.187	2.08	11.29	10.69	-0.021	53.321	-0.031
78772	1	0.0000	0	0.833	-37.409	37.165	1.68	11.10	11.28	0.010	57.085	-0.005
78779	1	0.0000	0	0.790	-37.431	37.149	1.40	11.02	11.11	0.013	59.829	0.006
78786	1	0.0000	0	0.747	-37.452	37.131	1.18	10.56	11.26	0.017	56.610	0.029
78793	1	0.0000	0	0.717	-37.467	37.120	1.39	10.10	11.40	0.018	54.640	0.044
78800	1	0.0000	0	0.687	-37.481	37.107	2.17	9.55	11.71	0.000	57.808	0.037
78807	1	0.0000	0	0.661	-37.493	37.096	2.24	9.76	11.32	-0.003	59.116	0.050
78814	1	0.0000	0	0.629	-37.505	37.079	2.41	10.24	11.19	-0.006	54.876	0.030
78821	1	0.0000	0	0.594	-37.515	37.058	2.48	10.75	10.83	-0.022	52.513	0.040
78828	1	0.0000	0	0.553	-37.527	37.034	2.55	11.51	10.64	-0.033	56.437	0.009
78834	1	0.0000	0	0.507	-37.544	37.010	2.56	12.08	10.69	-0.035	59.545	0.012
78842	1	0.0000	0	0.452	-37.564	36.981	2.09	13.01	10.33	-0.042	56.475	-0.016
78849	1	0.0000	0	0.394	-37.588	36.954	2.08	13.01	10.76	-0.043	54.539	-0.032
78856	1	0.0000	0	0.341	-37.612	36.930	2.47	12.14	11.36	-0.029	57.486	-0.044
78863	1	0.0000	0	0.288	-37.638	36.909	2.98	11.34	11.85	-0.023	58.657	-0.061
78870	1	0.0000	0	0.234	-37.668	36.890	3.25	11.37	11.45	-0.005	54.536	-0.052
78876	1	0.0000	0	0.177	-37.697	36.869	3.31	10.39	11.52	0.000	52.579	-0.029
78883	1	0.0000	0	0.125	-37.725	36.850	3.62	9.77	10.98	0.017	56.357	-0.013
78890	1	0.0000	0	0.065	-37.754	36.825	3.63	9.86	10.47	0.037	58.976	0.026
78897	1	0.0000	0	0.005	-37.780	36.797	3.19	10.64	9.70	0.053	55.837	0.046
78904	1	0.0000	0	-0.051	-37.802	36.770	3.06	10.79	9.16	0.058	53.861	0.067
78911	1	0.0000	0	-0.099	-37.819	36.744	3.13	10.95	8.71	0.060	56.951	0.069
78918	1	0.0000	0	-0.138	-37.835	36.726	3.97	10.96	8.29	0.023	58.274	0.070
78925	1	0.0000	0	-0.168	-37.845	36.708	4.37	11.13	8.03	0.014	54.106	0.058
78932	1	0.0000	0	-0.186	-37.849	36.697	5.43	10.54	7.88	-0.044	51.722	0.023
78939	1	0.0000	0	-0.202	-37.853	36.687	6.85	10.01	7.52	-0.071	55.396	-0.004
78946	1	0.0000	0	-0.215	-37.853	36.676	7.52	9.96	7.11	-0.069	58.738	-0.022
78953	1	0.0000	0	-0.234	-37.855	36.661	7.27	10.04	6.85	-0.088	56.197	-0.033
78960	1	0.0000	0	-0.262	-37.863	36.643	7.30	9.88	6.78	-0.077	53.702	-0.068
78967	1	0.0000	0	-0.289	-37.867	36.624	7.51	9.46	6.88	-0.046	56.141	-0.063
78974	1	0.0000	0	-0.317	-37.873	36.605	7.44	9.63	6.87	-0.021	58.045	-0.065
78981	1	0.0000	0	-0.347	-37.879	36.584	6.82	9.57	6.29	0.010	54.345	-0.057
78988	1	0.0000	0	-0.363	-37.880	36.571	6.88	8.60	6.36	0.033	51.725	-0.028
78995	1	0.0000	0	-0.372	-37.879	36.562	6.84	7.82	6.01	0.063	54.731	-0.012
79002	1	0.0000	0	-0.372	-37.876	36.560	7.27	7.33	5.86	0.067	58.200	0.009
79009	1	0.0000	0	-0.369	-37.871	36.558	7.44	6.57	5.61	0.071	55.881	0.020
79016	1	0.0000	0	-0.357	-37.862	36.559	7.50	5.77	5.50	0.056	53.066	0.023
79023	1	0.0000	0	-0.339	-37.852	36.565	7.85	5.22	5.39	0.073	55.228	0.050
79030	1	0.0000	0	-0.319	-37.840	36.570	8.13	5.06	5.05	0.040	57.785	0.045
79037	1	0.0000	0	-0.296	-37.826	36.578	7.86	5.26	4.91	0.028	54.761	0.058
79044	1	0.0000	0	-0.274	-37.813	36.585	7.93	4.96	4.61	0.004	51.015	0.052
79051	1	0.0000	0	-0.251	-37.799	36.591	8.06	5.34	4.64	-0.009	53.442	0.040
79058	1	0.0000	0	-0.229	-37.786	36.597	7.92	5.65	4.78	-0.027	57.597	0.003
79065	1	0.0000	0	-0.208	-37.776	36.606	7.92	5.68	5.06	-0.048	56.525	-0.010
79072	1	0.0000	0	-0.186	-37.765	36.615	7.42	5.14	5.04	-0.056	53.200	-0.024
79079	1	0.0000	0	-0.167	-37.759	36.626	7.95	5.43	5.50	-0.062	54.265	-0.028
79086	1	0.0000	0	-0.150	-37.754	36.636	7.60	4.80	5.74	-0.058	57.236	-0.031
79093	1	0.0000	0	-0.134	-37.749	36.646	7.63	4.16	6.14	-0.049	55.401	-0.026
79100	1	0.0000	0	-0.122	-37.748	36.655	7.55	3.20	6.64	-0.019	51.389	-0.031
79107	1	0.0000	0	-0.111	-37.745	36.662	7.13	3.19	6.55	0.002	52.228	-0.028
79114	1	0.0000	0	-0.102	-37.743	36.667	6.44	2.78	6.48	0.020	56.596	-0.009
79121	1	0.0000	0	-0.092	-37.738	36.672	5.90	2.39	6.25	0.052	56.417	0.010
79128	1	0.0000	0	-0.078	-37.733	36.679	5.43	2.53	6.05	0.069	52.853	0.023
79135	1	0.0000	0	-0.061	-37.725	36.686	5.52	3.02	5.59	0.080	53.040	0.039
79142	1	0.0000	0	-0.037	-37.716	36.698	4.97	3.09	5.31	0.057	56.431	0.050
79149	1	0.0000	0	-0.011	-37.706	36.712	5.15	2.77	5.25	0.048	55.831	0.041
79156	1	0.0000	0	0.020	-37.699	36.733	5.63	2.75	5.32	0.020	51.504	0.031
79163	1	0.0000	0	0.050	-37.694	36.754	5.96	2.94	5.33	-0.012	50.618	0.013
79170	1	0.0000	0	0.078	-37.691	36.775	6.21	2.35	5.35	-0.037	54.807	0.000
79177	1	0.0000	0	0.097	-37.693	36.794	6.16	2.31	5.75	-0.063	57.030	-0.015
79183	1	0.0000	0	0.105	-37.700	36.808	6.12	2.58	5.85	-0.074	53.994	-0.043
79191	1	0.0000	0	0.105	-37.709	36.817	5.37	3.25	5.92	-0.058	52.180	-0.044
79197	1	0.0000	0	0.097	-37.720	36.820	4.76	2.98	6.17	-0.037	54.850	-0.050
79204	1	0.0000	0	0.084	-37.731	36.820	4.14	3.51	6.36	0.000	56.344	-0.033
79211	1	0.0000	0	0.070	-37.742	36.818	3.62	3.94	5.93	0.021	52.839	-0.016
79218	1	0.0000	0	0.062	-37.747	36.816	3.05	3.92	5.56	0.021	50.180	0.004
79225	1	0.0000	0	0.062	-37.750	36.819	3.16	3.41	5.23	0.032	52.780	0.029
79232	1	0.0000	0	0.069	-37.748	36.823	3.26	3.41	5.13	0.033	56.362	0.047
79239	1	0.0000	0	0.079	-37.746	36.830	3.35	2.67	4.40	0.016	54.756	0.054
79246	1	0.0000	0	0.091	-37.743	36.837	3.63	2.26	4.33	0.010	51.570	0.049
79253	1	0.0000	0	0.100	-37.742	36.844	3.97	2.38	4.28	0.006	52.814	0.046
79260	1	0.0000	0	0.106	-37.741	36.848	3.66	2.59	4.06	-0.007	55.877	0.048
79267	1	0.0000	0	0.104	-37.743	36.849	3.34	2.95	3.81	-0.002	54.279	0.019
79274	1	0.0000	0	0.104	-37.747	36.853	3.14	3.13	3.82	0.002	50.154	-0.008
79281	1	0.0000	0	0.099	-37.751	36.852	3.21	4.01	3.84	0.010	50.303	-0.026
79288	1	0.0000	0	0.095	-37.756	36.854	2.86	4.53	3.67	0.006	54.545	-0.039
79295	1	0.0000	0	0.093	-37.761	36.857	2.98	4.37	3.60	-0.021	55.922	-0.056
79302	1	0.0000	0	0.094	-37.765	36.862	3.16	4.89	3.43	-0.017	52.671	-0.060
79309	1	0.0000	0	0.093	-37.769	36.864	3.12	5.03	3.23	-0.024	51.401	-0.053
79316	1	0.0000	0	0.089	-37.772	36.864	3.32	4.80	3.26	-0.024	54.235	-0.037
79323	1	0.0000	0	0.082	-37.776	36.862	2.99	4.36	3.18	-0.008	55.323	-0.025
79329	1	0.0000	0	0.073	-37.782	36.860	2.59	4.48	3.46	-0.002	51.748	-0.011
79337	1	0.0000	0	0.058	-37.787	36.851	1.96	4.59	3.14	0.023	49.338	0.022
79344	1	0.0000	0	0.048	-37.788	36.843	1.63	4.27	3.25	0.024	52.086	0.032
79350	1	0.0000	0	0.040	-37.788	36.836	1.49	4.39	2.85	0.027	55.528	0.061
79358	1	0.0000	0	0.028	-37.787	36.825	1.15	4.69	2.46	0.036	53.580	0.062
79365	1	0.0000	0	0.027	-37.779	36.817	1.36	4.42	2.10	0.025	50.638	0.067
79372	1	0.0000	0	0.028	-37.775	36.813	1.33	4.21	1.81	0.012	51.990	0.061
79379	1	0.0000	0	0.031	-37.767	36.808	1.67	4.43	1.68	0.005	54.962	0.046
79385	1	0.0000	0	0.029	-37.764	36.803	1.83	4.38	1.89	-0.010	53.458	0.013
79392	1	0.0000	0	0.028	-37.763	36.801	1.80	4.30	1.89	-0.021	49.393	-0.006
79399	1	0.0000	0	0.023	-37.763	36.797	1.92	4.54	2.05	-0.037	49.181	-0.030
79406	1	0.0000	0	0.011	-37.766	36.790	2.03	4.48	2.33	-0.052	53.312	-0.048
79413	1	0.0000	0	0.006	-37.766	36.785	2.16	4.55	2.23	-0.065	55.156	-0.062
79420	1	0.0000	0	-0.003	-37.767	36.778	2.03	4.95	1.86	-0.054	52.250	-0.063
79427	1	0.0000	0	-0.016	-37.769	36.768	2.07	5.05	2.14	-0.042	50.430	-0.050
79434	1	0.0000	0	-0.033	-37.772	36.756	1.80	4.96	2.29	-0.033	52.834	-0.064
79441	1	0.0000	0	-0.053	-37.778	36.745	1.55	4.69	2.38	-0.015	54.608	-0.033
79448	1	0.0000	0	-0.076	-37.782	36.729	1.32	4.84	2.36	0.011	51.706	-0.009
79455	1	0.0000	0	-0.093	-37.784	36.715	0.95	4.38	2.24	0.026	48.599	-0.002
79462	1	0.0000	0	-0.108	-37.786	36.704	0.81	4.11	2.22	0.045	50.183	0.011
79469	1	0.0000	0	-0.115	-37.784	36.696	0.95	3.90	1.66	0.048	54.077	0.044
79476	1	0.0000	0	-0.121	-37.781	36.688	1.06	3.63	1.40	0.058	53.694	0.064
79483	1	0.0000	0	-0.126	-37.779	36.682	1.23	2.98	1.35	0.048	50.308	0.073
79490	1	0.0000	0	-0.132	-37.778	36.675	1.26	2.90	1.19	0.040	50.303	0.054
79497	1	0.0000	0	-0.137	-37.777	36.670	1.36	2.90	1.09	0.023	53.408	0.046
